label,message,cleaned_message
spam,smsservic yourinclus text credit pl goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae,smsservic yourinclus text credit pl goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae
spam,p alfi moon child need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
ham,good even ttyl,good even ttyl
ham,hmm bit piec lol sigh,hmm bit piec lol sigh
ham,hahaha use brain dear,hahaha use brain dear
ham,hey got mail,hey got mail
ham,sorri light turn green meant anoth friend want lt gt worth may around,sorri light turn green meant anoth friend want lt gt worth may around
ham,thank yesterday sir wonder hope enjoy burial mojibiola,thank yesterday sir wonder hope enjoy burial mojibiola
spam,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care
ham,hi mate rv u hav nice hol messag say hello coz sent u age start drive stay road rvx,hi mate rv u hav nice hol messag say hello coz sent u age start drive stay road rvx
spam,dear voucher holder claim week offer pc plea go http www e tlp co uk expressoff t c appli stop text txt stop,dear voucher holder claim week offer pc pleas go http www e tlp co uk expressoff ts cs appli stop text txt stop
ham,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy messag sent day ago,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy messag sent day ago
ham,sure result offer,sure result offer
ham,good morn dear great amp success day,good morn dear great amp success day
spam,want anytim network min text new video phone five pound per week call repli deliveri tomorrow,want anytim network min text new video phone five pound per week call repli deliveri tomorrow
ham,sir late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end plea help thank,sir late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank
spam,tri contact offer new video phone anytim network min half price rental camcord call repli deliveri wed,tri contact offer new video phone anytim network min half price rental camcord call repli deliveri wed
spam,last chanc claim ur worth discount voucher text ye savamob member offer mobil c sub remov txt x stop,last chanc claim ur worth discount voucher text ye savamob member offer mobil cs sub remov txt x stop
ham,luv u soo much u understand special u r ring u morrow luv u xxx,luv u soo much u understand special u r ring u morrow luv u xxx
ham,pl send comprehens mail pay much,pl send comprehens mail pay much
ham,prashanthettan mother pas away last night pray famili,prashanthettan mother pass away last night pray famili
spam,urgent call landlin complimentari ibiza holiday cash await collect sae c po box sk wp ppm,urgent call landlin complimentari ibiza holiday cash await collect sae cs po box sk wp ppm
ham,k k go,k k go
ham,meanwhil shit suit xavier decid give u lt gt second warn samantha come play jay guitar impress shit also think doug realiz live anymor,meanwhil shit suit xavier decid give us lt gt second warn samantha come play jay guitar impress shit also think doug realiz live anymor
ham,stomach thru much trauma swear eat better lose weight,stomach thru much trauma swear eat better lose weight
ham,offic matter msg call break,offic what matter msg call break
ham,yeah bare enough room two u x mani fuck shoe sorri man see later,yeah bare enough room two us x mani fuck shoe sorri man see later
spam,today offer claim ur worth discount voucher text ye savamob member offer mobil c sub unsub repli x,today offer claim ur worth discount voucher text ye savamob member offer mobil cs sub unsub repli x
ham,u reach orchard alreadi u wan go buy ticket first,u reach orchard alreadi u wan go buy ticket first
ham,real babi want bring inner tigress,real babi want bring inner tigress
ham,da run activ full version da,da run activ full version da
ham,ah poor babi hope urfeel bettersn luv probthat overdos work hey go care spk u sn lot lovejen xxx,ah poor babi hope urfeel bettersn luv probthat overdos work hey go care spk u sn lot lovejen xxx
ham,stop stori told return say order,stop stori told return say order
spam,talk sexi make new friend fall love world discreet text date servic text vip see could meet,talk sexi make new friend fall love world discreet text date servic text vip see could meet
ham,go take babe,go take babe
ham,hai ana tomarrow come morn lt decim gt ill sathi go rto offic repli came home,hai ana tomarrow come morn lt decim gt ill sathi go rto offic repli came home
ham,spoon okay,spoon okay
ham,say somebodi name tampa,say somebodi name tampa
ham,work go min,work go min
ham,brother geniu,brother geniu
ham,sorri guess whenev get hold connect mayb hour two text,sorri guess whenev get hold connect mayb hour two text
ham,u find time bu coz need sort stuff,u find time bu coz need sort stuff
ham,dude ive see lotta corvett late,dude ive see lotta corvett late
spam,congratul ur award either yr suppli cd virgin record mysteri gift guarante call t c www smsco net pm approx min,congratul ur award either yr suppli cd virgin record mysteri gift guarante call ts cs www smsco net pm approx min
ham,consid wall bunker shit import never play peac guess place high enough matter,consid wall bunker shit import never play peac guess place high enough matter
spam,privat account statement xxxxxx show un redeem point call identifi code expir,privat account statement xxxxxx show un redeem point call identifi code expir
spam,hello need posh bird chap user trial prod champney put need address dob asap ta r,hello need posh bird chap user trial prod champney put need address dob asap ta r
spam,u want xma free text messag new video phone half price line rental call free find,u want xma free text messag new video phone half price line rental call free find
ham,well offici philosoph hole u wanna call home readi save,well offici philosoph hole u wanna call home readi save
ham,go good problem still need littl experi understand american custom voic,go good problem still need littl experi understand american custom voic
ham,text drop x,text drop x
ham,ugh long day exhaust want cuddl take nap,ugh long day exhaust want cuddl take nap
ham,talk atleast day otherwis miss best friend world shakespear shesil lt gt,talk atleast day otherwis miss best friend world shakespear shesil lt gt
spam,shop till u drop either k k cash travel voucher call ntt po box cr bt fixedlin cost ppm mobil vari,shop till u drop either k k cash travel voucher call ntt po box cr bt fixedlin cost ppm mobil vari
ham,castor need see someth,castor need see someth
spam,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr sp tyron,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr sp tyron
spam,u secret admir look make contact u find r reveal think ur special call,u secret admir look make contact u find r reveal think ur special call
spam,u secret admir look make contact u find r reveal think ur special call stopsm,u secret admir look make contact u find r reveal think ur special call stopsm
spam,remind download content alreadi paid goto http doit mymobi tv collect content,remind download content alreadi paid goto http doit mymobi tv collect content
ham,see knew give break time woul lead alway want miss curfew gonna gibe til one midnight movi gonna get til need come home need getsleep anyth need b studdi ear train,see knew give break time woul lead alway want miss curfew gonna gibe til one midnight movi gonna get til need come home need getsleep anyth need b studdi ear train
ham,love give massag use lot babi oil fave posit,love give massag use lot babi oil fave posit
ham,dude go sup,dude go sup
ham,yoyyooo u know chang permiss drive mac usb flash drive,yoyyooo u know chang permiss drive mac usb flash drive
ham,gibb unsold mike hussey,gibb unsold mike hussey
ham,like talk pa abl dont know,like talk pa abl dont know
ham,dun cut short leh u dun like ah fail quit sad,dun cut short leh u dun like ah fail quit sad
ham,unbeliev faglord,unbeliev faglord
ham,wife knew time murder exactli,wife knew time murder exactli
ham,ask princess,ask princess
ham,great princess think,great princess think
ham,nutter cutter ctter cttergg cttargg ctargg ctagg ie,nutter cutter ctter cttergg cttargg ctargg ctagg ie
ham,ok noe u busi realli bore msg u oso dunno wat colour choos one,ok noe u busi realli bore msg u oso dunno wat colour choos one
ham,g class earli tomorrow thu tri smoke lt gt,g class earli tomorrow thu tri smoke lt gt
ham,superb thought grate u dont everyth u want mean u still opportun happier tomorrow u today,superb thought grate u dont everyth u want mean u still opportun happier tomorrow u today
ham,hope good week check,hope good week check
ham,use hope agent drop sinc book thing year whole boston nyc experi,use hope agent drop sinc book thing year whole boston nyc experi
ham,thursday night yeah sure thing work,thursday night yeah sure thing work
spam,free rington wait collect simpli text password mix verifi get usher britney fml po box mk h ppw,free rington wait collect simpli text password mix verifi get usher britney fml po box mk h ppw
